ein,city,has_subseccd,have_extracts,have_filings,have_pdfs,name,ntee_code,raw_ntee_code,score,state,strein,sub_name,subseccd
954546193,FRANKLIN,1.0,,,,BEL CANTO OPERA COMPANY,A60,A60,6506.2656,TN,95-4546193,BEL CANTO OPERA COMPANY,3.0
43284341,BOSTON,1.0,,,,BOSTON BEL CANTO OPERA,A6AZ,A6AZ,6506.2656,MA,04-3284341,BOSTON BEL CANTO OPERA,3.0
43383875,ORLEANS,1.0,True,True,True,CAPE COD OPERA INCORPORATION,A6A,A6A,6506.2656,MA,04-3383875,CAPE COD OPERA INCORPORATION,3.0
112625093,NEW YORK,1.0,,,,CENTER FOR CONTEMPORARY OPERA,A6A0,A6A0,6506.2656,NY,11-2625093,CENTER FOR CONTEMPORARY OPERA,3.0
843020830,CHARLESTON,1.0,,,,CHARLESTON OPERA THEATER INC,A6A,A6A,6506.2656,SC,84-3020830,CHARLESTON OPERA THEATER INC,3.0
472459618,BOW,1.0,,,,CONCORD LIGHT OPERA COMPANY,A6A,A6A,6506.2656,NH,47-2459618,CONCORD LIGHT OPERA COMPANY,3.0
237083993,FAIRBANKS,1.0,,,,FAIRBANKS LIGHT OPERA THEATRE,A650,A650,6506.2656,AK,23-7083993,FAIRBANKS LIGHT OPERA THEATRE,3.0
421516206,FAYETTE,1.0,,,,FAYETTE OPERA HOUSE FOUNDATION,A80,A80,6506.2656,IA,42-1516206,FAYETTE OPERA HOUSE FOUNDATION,3.0
680248859,WALNUT CREEK,1.0,,,,FESTIVAL OPERA ASSOCIATION INC,A6A0,A6A0,6506.2656,CA,68-0248859,FESTIVAL OPERA ASSOCIATION INC,3.0
650496477,MIAMI,1.0,,,,FLORIDA GRAND OPERA INC,A6A0,A6A0,6506.2656,FL,65-0496477,FLORIDA GRAND OPERA INC ,3.0
850396524,SOCORRO,1.0,,,,GARCIA OPERA HOUSE FOUNDATION,A99Z,A99Z,6506.2656,NM,85-0396524,GARCIA OPERA HOUSE FOUNDATION,3.0
596001597,MIAMI,1.0,,,,GREATER MIAMI OPERA INC,A6A0,A6A0,6506.2656,FL,59-6001597,GREATER MIAMI OPERA INC,3.0
943160783,HARRINGTON,1.0,,,,HARRINGTON OPERA HOUSE SOCIETY,A6AZ,A6AZ,6506.2656,WA,94-3160783,HARRINGTON OPERA HOUSE SOCIETY,3.0
990142646,HONOLULU,1.0,,,,HAWAII YOUTH OPERA CHORUS,A6A,,6506.2656,HI,99-0142646,HAWAII YOUTH OPERA CHORUS ,3.0
141752524,HUDSON,1.0,,,,HUDSON OPERA HOUSE INC,A800,A800,6506.2656,NY,14-1752524,HUDSON OPERA HOUSE INC,3.0
820464809,COEUR D ALENE,1.0,,,,INLAND NORTHWEST OPERA INC,A116,A116,6506.2656,ID,82-0464809,INLAND NORTHWEST OPERA INC,3.0
911561466,BREMERTON,1.0,,,,KITSAP PENINSULA OPERA GUILD,A65,A65,6506.2656,WA,91-1561466,KITSAP PENINSULA OPERA GUILD ,3.0
471486471,LAWRENCE,1.0,,,,LAWRENCE OPERA THEATRE INC,A6A,A6A,6506.2656,KS,47-1486471,LAWRENCE OPERA THEATRE INC ,3.0
363969493,LISBON,1.0,,,,LISBON OPERA HOUSE FOUNDATION,A800,A800,6506.2656,ND,36-3969493,LISBON OPERA HOUSE FOUNDATION,3.0
452480257,KANSAS CITY,1.0,,,,LYRIC OPERA QALICB INC,S47,S47,6506.2656,MO,45-2480257,LYRIC OPERA QALICB INC,2.0
611604759,MADDOCK,1.0,,,,MADDOCK OPERA HOUSE ASSOCIATION,A65,A65,6506.2656,ND,61-1604759,MADDOCK OPERA HOUSE ASSOCIATION,3.0
392021767,MADISON,1.0,,,,MADISON OPERA FOUNDATION INC,A11,A11,6506.2656,WI,39-2021767,MADISON OPERA FOUNDATION INC,3.0
464265972,KNOXVILLE,1.0,,,,MARBLE CITY OPERA COMPANY,A6A,A6A,6506.2656,TN,46-4265972,MARBLE CITY OPERA COMPANY,3.0
371649578,BRIGHTON,1.0,,,,METRO WEST OPERA INC,A6A,A6A,6506.2656,MA,37-1649578,METRO WEST OPERA INC,3.0
751899729,GRAND PRAIRIE,1.0,,,,METROPLEX OPERA COMPANY INC,A6A,A6A,6506.2656,TX,75-1899729,METROPLEX OPERA COMPANY INC,3.0
813955923,NEW YORK,1.0,,,,NEW CAMERATA OPERA INC,A68,A68,6506.2656,NY,81-3955923,NEW CAMERATA OPERA INC,3.0
133355065,NEW ROCHELLE,1.0,,,,NEW ROCHELLE OPERA INC,A6A0,A6A0,6506.2656,NY,13-3355065,NEW ROCHELLE OPERA INC,3.0
471279185,OJAI,1.0,,,,OJAI YOUTH OPERA COMPANY,A6A,A6A,6506.2656,CA,47-1279185,OJAI YOUTH OPERA COMPANY,3.0
760499709,HOUSTON,1.0,,,,OPERA IN THE HEIGHTS,A6A,A6A,6506.2656,TX,76-0499709,OPERA IN THE HEIGHTS,3.0
455524555,LITTLE ROCK,1.0,,,,OPERA IN THE ROCK,A6A,A6A,6506.2656,AR,45-5524555,OPERA IN THE ROCK,3.0
30366317,WESTON,1.0,,,,OPERA THEATRE IN WESTON,A6A,A6A,6506.2656,VT,03-0366317,OPERA THEATRE IN WESTON,3.0
421320801,PELLA,1.0,,,,PELLA OPERA HOUSE COMMISSION,A6AZ,A6AZ,6506.2656,IA,42-1320801,PELLA OPERA HOUSE COMMISSION,3.0
462698269,CINCINNATI,1.0,,,,QUEEN CITY CHAMBER OPERA,A69,A69,6506.2656,OH,46-2698269,QUEEN CITY CHAMBER OPERA ,3.0
842428245,MINNEAPOLIS,1.0,,,,RAISON D ETRE OPERA,A6A,A6A,6506.2656,MN,84-2428245,RAISON D ETRE OPERA,3.0
474708316,EL PORTAL,1.0,,,,ROMANZA LYRIC OPERA INC,P99,P99,6506.2656,FL,47-4708316,ROMANZA LYRIC OPERA INC,3.0
821374394,TULSA,1.0,,,,ROSE ROCK OPERA INSITUTE,A6A,A6A,6506.2656,OK,82-1374394,ROSE ROCK OPERA INSITUTE,3.0
941189846,SAN FRANCISCO,1.0,,,,SAN FRANCISCO OPERA GUILD,A6A,,6506.2656,CA,94-1189846,SAN FRANCISCO OPERA GUILD,3.0
811728602,ACWORTH,1.0,,,,SOUTHERN OPERA THEATRE COMPANY,A65,A65,6506.2656,GA,81-1728602,SOUTHERN OPERA THEATRE COMPANY,3.0
510517111,LAKE ST LOUIS,1.0,True,True,True,ST LOUIS OPERA CLUB,A6A,A6A,6506.2656,MO,51-0517111,ST LOUIS OPERA CLUB,7.0
208523525,ST PETERSBURG,1.0,,,,ST PETERSBURG OPERA COMPANY,A6A,A6A,6506.2656,FL,20-8523525,ST PETERSBURG OPERA COMPANY,3.0
946184451,LODI,1.0,,,,STOCKTON OPERA ASSOCIATION INC,A6A0,A6A0,6506.2656,CA,94-6184451,STOCKTON OPERA ASSOCIATION INC,3.0
820530372,KETCHUM,1.0,,,,SUN VALLEY OPERA COMPANY,A6A,A6A,6506.2656,ID,82-0530372,SUN VALLEY OPERA COMPANY,3.0
752008823,DALLAS,1.0,,,,THE DALLAS OPERA FOUNDATION,T30Z,T30Z,6506.2656,TX,75-2008823,THE DALLAS OPERA FOUNDATION,3.0
742648245,EL PASO,1.0,,,,THE OPERA COMPANY INC,A6A0,A6A0,6506.2656,TX,74-2648245,THE OPERA COMPANY INC,3.0
814757626,CHICAGO,1.0,,,,THOMPSON STREET OPERA COMPANY,A6A,A6A,6506.2656,IL,81-4757626,THOMPSON STREET OPERA COMPANY,3.0
463454471,CHESAPEAKE,1.0,,,,TIDEWATER OPERA INITIATIVE INC,A6A,A6A,6506.2656,VA,46-3454471,TIDEWATER OPERA INITIATIVE INC,3.0
870498252,LOGAN,1.0,,,,UTAH FESTIVAL OPERA COMPANY,A6A0,A6A0,6506.2656,UT,87-0498252,UTAH FESTIVAL OPERA COMPANY,3.0
870556123,DRAPER,1.0,,,,UTAH LYRIC OPERA SOCIETY,A6AZ,A6AZ,6506.2656,UT,87-0556123,UTAH LYRIC OPERA SOCIETY,3.0
592883286,VERO BEACH,1.0,,,,VERO BEACH OPERA INC,A6A0,A6A0,6506.2656,FL,59-2883286,VERO BEACH OPERA INC,3.0
475123474,WASHINGTON,1.0,,,,WASHINGTON OPERA SOCIETY INC,A6A,A6A,6506.2656,DC,47-5123474,WASHINGTON OPERA SOCIETY INC,3.0
510159481,WATERVILLE,1.0,,,,WATERVILLE OPERA HOUSE ASSOCIATION,A610,A610,6506.2656,ME,51-0159481,WATERVILLE OPERA HOUSE ASSOCIATION,3.0
680419038,SANTA ROSA,1.0,,,,WINE COUNTRY OPERA INC,A68,A68,6506.2656,CA,68-0419038,WINE COUNTRY OPERA INC,3.0
743234710,SAINT LOUIS,1.0,,,,WINTER OPERA ST LOUIS,A6A,A6A,6506.2656,MO,74-3234710,WINTER OPERA ST LOUIS,3.0
161472177,FREDONIA,1.0,,,,1891 FREDONIA OPERA HOUSE,A610,A610,6476.1006,NY,16-1472177,1891 FREDONIA OPERA HOUSE,3.0
271018576,EDGEWATER,1.0,,,,BEL CANTO OPERA INC,A6A,A6A,6476.1006,NJ,27-1018576,BEL CANTO OPERA INC ,3.0
831709761,TRENTON,1.0,,,,BOHEME OPERA NJ GUILD,A11,A11,6476.1006,NJ,83-1709761,BOHEME OPERA NJ GUILD,3.0
161614177,BUFFALO,1.0,,,,BUFFALO OPERA UNLIMITED INCORPORATED,A60,A60,6476.1006,NY,16-1614177,BUFFALO OPERA UNLIMITED INCORPORATED ,3.0
510191426,BUFFALO,1.0,,,,CANADIAN OPERA COMPANY INC,A6A,,6476.1006,NY,51-0191426,CANADIAN OPERA COMPANY INC,3.0
270766423,NEW YORK,1.0,True,True,True,CAPITO HEIGHTS LYRIC OPERA,A99,A99,6476.1006,NY,27-0766423,CAPITO HEIGHTS LYRIC OPERA,3.0
363247003,CHICAGO,1.0,,,,CHAMBER OPERA OF CHICAGO,A6A,,6476.1006,IL,36-3247003,CHAMBER OPERA OF CHICAGO,3.0
463540951,CINCINNATI,1.0,,,,CINCINNATI CHAMBER OPERA INC,A6A,A6A,6476.1006,OH,46-3540951,CINCINNATI CHAMBER OPERA INC,3.0
814811804,NEW YORK,1.0,,,,CITY LYRIC OPERA INC,A6A,A6A,6476.1006,NY,81-4811804,CITY LYRIC OPERA INC,3.0
911030929,SEATTLE,1.0,,,,CIVIC LIGHT OPERA ASSOCIATION,A6A0,A6A0,6476.1006,WA,91-1030929,CIVIC LIGHT OPERA ASSOCIATION ,3.0
237170979,NEW YORK,1.0,,,,CREATIVE OPERA COMPANY LTD,A6A,,6476.1006,NY,23-7170979,CREATIVE OPERA COMPANY LTD,3.0
742901653,EL PASO,1.0,,,,EL PASO OPERA FOUNDATION,T110,T110,6476.1006,TX,74-2901653,EL PASO OPERA FOUNDATION,3.0
831242836,NEWPORT,1.0,,,,ENCORE OPERA COMPANY INC,A6A,A6A,6476.1006,RI,83-1242836,ENCORE OPERA COMPANY INC,3.0
822904336,EVANSTON,1.0,,,,EVANSTON CHAMBER OPERA COMPANY,A6A,A6A,6476.1006,IL,82-2904336,EVANSTON CHAMBER OPERA COMPANY,3.0
271287410,MADISON,1.0,,,,FRESCO OPERA THEATRE COMPANY,A99,A99,6476.1006,WI,27-1287410,FRESCO OPERA THEATRE COMPANY ,3.0
382958683,GRAND RAPIDS,1.0,,,,FRIENDS OF THE OPERA,A6AZ,A6AZ,6476.1006,MI,38-2958683,FRIENDS OF THE OPERA,3.0
510116569,WILMINGTON,1.0,,,,GRAND OPERA HOUSE INC,A800,A800,6476.1006,DE,51-0116569,GRAND OPERA HOUSE INC,3.0
208564019,MYRTLE BEACH,1.0,,,,GRAND STRAND OPERA WORKSHOP,A6A,A6A,6476.1006,SC,20-8564019,GRAND STRAND OPERA WORKSHOP,3.0
134187863,NEW YORK,1.0,,,,HARLEM OPERA THEATER INC,A65,A65,6476.1006,NY,13-4187863,HARLEM OPERA THEATER INC,3.0
942549968,ARCATA,1.0,,,,HUMBOLDT LIGHT OPERA COMPANY,A6A0,A6A0,6476.1006,CA,94-2549968,HUMBOLDT LIGHT OPERA COMPANY,3.0
465335033,NEW HOPE,1.0,,,,INTERNATIONAL OPERA PERFORMING EXPERIENCE,A25,A25,6476.1006,PA,46-5335033,INTERNATIONAL OPERA PERFORMING EXPERIENCE,3.0
823769448,STUDIO CITY,1.0,,,,IRENA SENDLER-MUSICAL OPERA,A99,A99,6476.1006,CA,82-3769448,IRENA SENDLER-MUSICAL OPERA,3.0
920064417,JUNEAU,1.0,,,,JUNEAU LYRIC OPERA ASSN,A6A,A6A,6476.1006,AK,92-0064417,JUNEAU LYRIC OPERA ASSN,3.0
844107371,KENOSHA,1.0,,,,KENOSHA OPERA FESTIVAL INC,A6A,A6A,6476.1006,WI,84-4107371,KENOSHA OPERA FESTIVAL INC,3.0
320529943,BEAVERTON,1.0,,,,LIGHT OPERA OF PORTLAND,A6A,A6A,6476.1006,Oregon,32-0529943,LIGHT OPERA OF PORTLAND,3.0
952096402,LOS ANGELES,1.0,,,,LOS ANGELES OPERA COMPANY,A6A0,A6A0,6476.1006,CA,95-2096402,LOS ANGELES OPERA COMPANY,3.0
452472834,PHOENIX,1.0,,,,LYRIC OPERA THEATRE GUILD,A65,A65,6476.1006,AZ,45-2472834,LYRIC OPERA THEATRE GUILD,3.0
820705051,MIAMI,1.0,,,,MAGIC CITY OPERA INC,A6A,A6A,6476.1006,FL,82-0705051,MAGIC CITY OPERA INC ,3.0
364700566,MINNEAPOLIS,1.0,,,,MILL CITY SUMMER OPERA,A6A,A6A,6476.1006,MN,36-4700566,MILL CITY SUMMER OPERA,3.0
421627336,NEW YORK,1.0,,,,MODUS OPERA COMPANY INC,A6A,A6A,6476.1006,NY,42-1627336,MODUS OPERA COMPANY INC ,3.0
770176891,MONTEREY,1.0,,,,MONTEREY OPERA ASSOCIATION INC,A6A0,A6A0,6476.1006,CA,77-0176891,MONTEREY OPERA ASSOCIATION INC,3.0
582669393,MARTINEZ,1.0,True,True,True,MTZO MARTINEZ OPERA INC,A6A,A6A,6476.1006,CA,58-2669393,MTZO MARTINEZ OPERA INC,3.0
386089684,CANYON,1.0,,,,NATIONAL OPERA ASSOCIATION INC,A030,A030,6476.1006,TX,38-6089684,NATIONAL OPERA ASSOCIATION INC,3.0
813656705,NEW YORK,1.0,,,,NEW AMSTERDAM OPERA INC,A6A,A6A,6476.1006,NY,81-3656705,NEW AMSTERDAM OPERA INC,3.0
43567974,LEXINGTON,1.0,True,True,True,NEW ENGLAND LIGHT OPERA,A65,A65,6476.1006,MA,04-3567974,NEW ENGLAND LIGHT OPERA,3.0
200483601,BUFFALO,1.0,,,,NICKEL CITY OPERA INC,A6A,A6A,6476.1006,NY,20-0483601,NICKEL CITY OPERA INC,3.0
311486222,RALEIGH,1.0,,,,NORTH CAROLINA OPERA INC,A6A0,A6A0,6476.1006,NC,31-1486222,NORTH CAROLINA OPERA INC,3.0
275035675,SANTA CLARA,1.0,,,,OPERA BRAVURA ENTERTAINMENT INC,A6A,A6A,6476.1006,CA,27-5035675,OPERA BRAVURA ENTERTAINMENT INC,3.0
204040660,WAYLAND,1.0,,,,OPERA DEL WEST INC,A6A,A6A,6476.1006,MA,20-4040660,OPERA DEL WEST INC ,3.0
841183179,FORT COLLINS,1.0,,,,OPERA FORT COLLINS INC,A6A0,A6A0,6476.1006,CO,84-1183179,OPERA FORT COLLINS INC,3.0
311021023,DAYTON,1.0,,,,OPERA GUILD OF DAYTON,A6A0,A6A0,6476.1006,OH,31-1021023,OPERA GUILD OF DAYTON,3.0
471256596,MONTCLAIR,1.0,,,,OPERA THEATER OF MONTCLAIR,A60,A60,6476.1006,NJ,47-1256596,OPERA THEATER OF MONTCLAIR,3.0
203444934,YOUNGSTOWN,1.0,,,,OPERA WESTERN RESERVE INCOPORATED,A6A,A6A,6476.1006,OH,20-3444934,OPERA WESTERN RESERVE INCOPORATED,3.0
464650075,WILMINGTON,1.0,,,,OPERA WILMINGTON NC INC,A6A,A6A,6476.1006,NC,46-4650075,OPERA WILMINGTON NC INC ,3.0
956386887,RCH CUCAMONGA,1.0,,,,PASADENA AREA OPERA TRUST,A6AI,A6AI,6476.1006,CA,95-6386887,PASADENA AREA OPERA TRUST,3.0
454672574,BLOOMINGTON,1.0,,,,REIMAGINING OPERA FOR KIDS,A68,A68,6476.1006,Indiana,45-4672574,REIMAGINING OPERA FOR KIDS,3.0
133201190,NEW YORK,1.0,,,,RENAISSANCE CHINESE OPERA SOCIETY,A6A,,6476.1006,NY,13-3201190,RENAISSANCE CHINESE OPERA SOCIETY,3.0
810537901,BILLINGS,1.0,,,,RIMROCK OPERA FOUNDATION INC,A116,A116,6476.1006,MT,81-0537901,RIMROCK OPERA FOUNDATION INC,3.0
61603236,STONINGTON,1.0,,,,SALT MARSH OPERA COMPANY,A6A,A6A,6476.1006,CT,06-1603236,SALT MARSH OPERA COMPANY,3.0
943148046,SAN FRANCISCO,1.0,,,,SAN FRANCISCO OPERA ORCHESTRA,J40,J40,6476.1006,CA,94-3148046,SAN FRANCISCO OPERA ORCHESTRA,5.0
810699609,HAYMARKET,1.0,,,,SHAKESPEARE OPERA THEATRE INC,A65,A65,6476.1006,VA,81-0699609,SHAKESPEARE OPERA THEATRE INC,3.0
844915966,SOUTH BEND,1.0,,,,SOUTH BEND LYRIC OPERA,A6A,A6A,6476.1006,Indiana,84-4915966,SOUTH BEND LYRIC OPERA,3.0
133377138,NEW YORK,1.0,,,,THE OPERA FOUNDATION INC,A6AJ,A6AJ,6476.1006,NY,13-3377138,THE OPERA FOUNDATION INC ,3.0
850131810,SANTA FE,1.0,,,,THE SANTA FE OPERA,A6A,A6A,6476.1006,NM,85-0131810,THE SANTA FE OPERA,3.0
813653972,DECATUR,1.0,,,,THREE OAKS OPERA INC,A6A,A6A,6476.1006,IL,81-3653972,THREE OAKS OPERA INC,3.0
540985006,NORFOLK,1.0,,,,VIRGINIA OPERA ASSOC INC,A6A0,A6A0,6476.1006,VA,54-0985006,VIRGINIA OPERA ASSOC INC,3.0
311550215,AKRON,1.0,,,,AKRON LYRIC OPERA THEATRE,A6A0,A6A0,6462.032,OH,31-1550215,AKRON LYRIC OPERA THEATRE,3.0
201027001,ATLANTA,1.0,,,,AMERICOLOR OPERA ALLIANCE INC,A20,A20,6462.032,GA,20-1027001,AMERICOLOR OPERA ALLIANCE INC,3.0
237394733,ATLANTA,1.0,,,,ATLANTA OPERA GUILD INC,A6A,,6462.032,GA,23-7394733,ATLANTA OPERA GUILD INC ,3.0
813999563,EXTON,1.0,,,,ATLANTIC CITY OPERA THEATER,A6A,A6A,6462.032,PA,81-3999563,ATLANTIC CITY OPERA THEATER,3.0
30270440,BARRE,1.0,,,,BARRE OPERA HOUSE INC,A610,A610,6462.032,VT,03-0270440,BARRE OPERA HOUSE INC,3.0
943136172,SAN FRANCISCO,1.0,,,,BAYVIEW OPERA HOUSE INC,A600,A600,6462.032,CA,94-3136172,BAYVIEW OPERA HOUSE INC,3.0
421476568,CEDAR RAPIDS,1.0,,,,CEDAR RAPIDS OPERA THEATRE,A6A0,A6A0,6462.032,IA,42-1476568,CEDAR RAPIDS OPERA THEATRE,3.0
42760401,ATTLEBORO,1.0,,,,CHAMINADE OPERA GROUP INC,A6A,,6462.032,MA,04-2760401,CHAMINADE OPERA GROUP INC,3.0
271697255,ORO VALLEY,1.0,,,,CHESAPEAKE CHAMBER OPERA INC,A6A,A6A,6462.032,AZ,27-1697255,CHESAPEAKE CHAMBER OPERA INC,3.0
330373199,MONTEREY PARK,1.0,,,,CHINESE KWUN OPERA SOCIETY,A6A,,6462.032,CA,33-0373199,CHINESE KWUN OPERA SOCIETY ,3.0
256000890,PITTSBURGH,1.0,,,,CIVIC LIGHT OPERA ASSOCIATION,A6A0,A6A0,6462.032,PA,25-6000890,CIVIC LIGHT OPERA ASSOCIATION,3.0
43317911,WESTON,1.0,,,,CONCERT OPERA BOSTON INC,T99,T99,6462.032,MA,04-3317911,CONCERT OPERA BOSTON INC,3.0
237225165,ENGLEWOOD,1.0,,,,DENVER LYRIC OPERA GUILD,A6A,A6A,6462.032,CO,23-7225165,DENVER LYRIC OPERA GUILD,3.0
151743608,MONTEREY PARK,1.0,,,,DRAGONLORE CHINESE OPERA FOUNDATION,A6A,A6A,6462.032,CA,15-1743608,DRAGONLORE CHINESE OPERA FOUNDATION,3.0
680542660,PRESCOTT,1.0,,,,ELKS OPERA HOUSE FOUNDATION,A80,A80,6462.032,AZ,68-0542660,ELKS OPERA HOUSE FOUNDATION,3.0
814716749,GENESEO,1.0,,,,FINGER LAKES OPERA INC,A6A,A6A,6462.032,NY,81-4716749,FINGER LAKES OPERA INC,3.0
391098132,MILWAUKEE,1.0,,,,FLORENTINE OPERA CO INC,A6A0,A6A0,6462.032,WI,39-1098132,FLORENTINE OPERA CO INC,3.0
161053970,COOPERSTOWN,1.0,,,,GLIMMERGLASS OPERA THEATRE INC,A6A0,A6A0,6462.032,NY,16-1053970,GLIMMERGLASS OPERA THEATRE INC,3.0
43754026,NEW YORK,1.0,,,,GOTHAM CHAMBER OPERA INC,A6A,A6A,6462.032,NY,04-3754026,GOTHAM CHAMBER OPERA INC,3.0
208305412,WEST BOYLSTON,1.0,,,,GREATER WORCESTER OPERA INC,A6A,A6A,6462.032,MA,20-8305412,GREATER WORCESTER OPERA INC,3.0
956004071,GLENDALE,1.0,,,,GUILD OPERA COMPANY INC,A6A0,A6A0,6462.032,CA,95-6004071,GUILD OPERA COMPANY INC,3.0
452233382,HAGERSTOWN,1.0,,,,HUB OPERA ENSEMBLE LIMITED,A6A,A6A,6462.032,MD,45-2233382,HUB OPERA ENSEMBLE LIMITED,3.0
202720411,PHILADELPHIA,1.0,,,,INTERNATIONAL OPERA THEATER INC,A65,A65,6462.032,PA,20-2720411,INTERNATIONAL OPERA THEATER INC,3.0
812780178,PINELLAS PARK,1.0,,,,MATINEE OPERA PLAYERS INC,A60,A60,6462.032,FL,81-2780178,MATINEE OPERA PLAYERS INC,3.0
431881282,SAINT LOUIS,1.0,,,,MIDWEST LYRIC OPERA COMPANY,A6A,A6A,6462.032,MO,43-1881282,MIDWEST LYRIC OPERA COMPANY,3.0
237113188,JACKSON,1.0,,,,MISSISSIPPI OPERA ASSOCIATION INC,A6A0,A6A0,6462.032,MS,23-7113188,MISSISSIPPI OPERA ASSOCIATION INC,3.0
591400288,MONTICELLO,1.0,,,,MONTICELLO OPERA HOUSE INC,A69Z,A69Z,6462.032,FL,59-1400288,MONTICELLO OPERA HOUSE INC,3.0
841924286,SAVANNAH,1.0,,,,MOON RIVER OPERA INC,A6A,A6A,6462.032,GA,84-1924286,MOON RIVER OPERA INC,3.0
371257864,QUINCY,1.0,,,,MUDDY RIVER OPERA CO,A6A0,A6A0,6462.032,IL,37-1257864,MUDDY RIVER OPERA CO,3.0
720272897,NEW ORLEANS,1.0,,,,NEW ORLEANS OPERA ASSOCIATION,A6A0,A6A0,6462.032,LA,72-0272897,NEW ORLEANS OPERA ASSOCIATION,3.0
751675079,GRANBURY,1.0,,,,OPERA GUILD OF GRANBURY,A20,A20,6462.032,TX,75-1675079,OPERA GUILD OF GRANBURY,3.0
550487115,CHARLESTON,1.0,,,,OPERA GUILD PLAYHOUSE INC,A6A,,6462.032,WV,55-0487115,OPERA GUILD PLAYHOUSE INC,2.0
421486650,BLAIRSBURG,1.0,,,,OPERA HOUSE PRESERVATION COMMITTEE,A80,A80,6462.032,IA,42-1486650,OPERA HOUSE PRESERVATION COMMITTEE,3.0
451290987,BOISE,1.0,,,,OPERA IDAHO FOUNDATION INC,T50,T50,6462.032,ID,45-1290987,OPERA IDAHO FOUNDATION INC,3.0
581713898,MEMPHIS,1.0,,,,OPERA MEMPHIS ENDOWMENT FOUNDATION,A6A,,6462.032,TN,58-1713898,OPERA MEMPHIS ENDOWMENT FOUNDATION,3.0
770009773,SAN JOSE,1.0,,,,OPERA SAN JOSE INCORPORATED,A6A0,A6A0,6462.032,CA,77-0009773,OPERA SAN JOSE INCORPORATED,3.0
820523563,GLENNS FERRY,1.0,,,,OPERA THEATER FRIENDS INC,A11,A11,6462.032,ID,82-0523563,OPERA THEATER FRIENDS INC,3.0
264443585,LAWRENCEVILLE,1.0,,,,PEACH STATE OPERA COMPANY,A6A,A6A,6462.032,GA,26-4443585,PEACH STATE OPERA COMPANY,3.0
742592657,COLORADO SPGS,1.0,,,,PIKES PEAK OPERA LEAGUE,A6A,A6A,6462.032,CO,74-2592657,PIKES PEAK OPERA LEAGUE,3.0
593746494,CLEARWATER,1.0,,,,PINELLAS OPERA LEAGUE INC,A6A,A6A,6462.032,FL,59-3746494,PINELLAS OPERA LEAGUE INC,3.0
251342994,PITTSBURGH,1.0,,,,PITTSBURGH OPERA THEATER INC,A6A0,A6A0,6462.032,PA,25-1342994,PITTSBURGH OPERA THEATER INC ,3.0
936034321,PORTLAND,1.0,,,,PORTLAND OPERA ASSOCIATION INC,A6A0,A6A0,6462.032,Oregon,93-6034321,PORTLAND OPERA ASSOCIATION INC,3.0
260701319,SEATTLE,1.0,,,,PUGET SOUND CONCERT OPERA,A6A,A6A,6462.032,WA,26-0701319,PUGET SOUND CONCERT OPERA,3.0
116042723,MANALAPAN,1.0,,,,QUEENS OPERA ASSOCIATION INC,A6A,,6462.032,NJ,11-6042723,QUEENS OPERA ASSOCIATION INC,3.0
930695819,JACKSONVILLE,1.0,,,,ROGUE VALLEY OPERA ASSOCIATION,A6A0,A6A0,6462.032,Oregon,93-0695819,ROGUE VALLEY OPERA ASSOCIATION,3.0
431992518,WATSEKA,1.0,,,,SUGAR CREEK OPERA LTD,A6A,A6A,6462.032,IL,43-1992518,SUGAR CREEK OPERA LTD,3.0
421133812,DUBUQUE,1.0,,,,THE GRAND OPERA HOUSE,A650,A650,6462.032,IA,42-1133812,THE GRAND OPERA HOUSE,3.0
273552381,SAN ANTONIO,1.0,,,,THE OPERA SAN ANTONIO,A65,A65,6462.032,TX,27-3552381,THE OPERA SAN ANTONIO,3.0
680523690,SAINT LOUIS,1.0,,,,UNION AVENUE OPERA THEATRE,A60,A60,6462.032,MO,68-0523690,UNION AVENUE OPERA THEATRE,3.0
201241410,ROCKVILLE,1.0,,,,VICTORIAN LYRIC OPERA COMPANY,A60,A60,6462.032,MD,20-1241410,VICTORIAN LYRIC OPERA COMPANY,3.0
203105712,WAVERLY,1.0,,,,WAVERLY OPERA HOUSE LTD,A68,A68,6462.032,NY,20-3105712,WAVERLY OPERA HOUSE LTD,3.0
931012145,TRACY,1.0,,,,AMADOR VALLEY OPERA THEATRE,A6A,,6440.124,CA,93-1012145,AMADOR VALLEY OPERA THEATRE,3.0
237324726,DEATH VALLEY JUNCTION,1.0,,,,AMARGOSA OPERA HOUSE INC,A6AZ,A6AZ,6440.124,CA,23-7324726,AMARGOSA OPERA HOUSE INC,3.0
815323057,CAMBRIDGE,1.0,,,,AMERICAN MODERN OPERA COMPANY,A65,A65,6440.124,MA,81-5323057,AMERICAN MODERN OPERA COMPANY,3.0
834689051,ATLANTA,1.0,,,,ATLANTA CONCERT OPERA INC,A6A,A6A,6440.124,GA,83-4689051,ATLANTA CONCERT OPERA INC ,3.0
562452786,PHILADELPHIA,1.0,,,,ATLANTIC COAST OPERA FESTIVAL,A6A,,6440.124,PA,56-2452786,ATLANTIC COAST OPERA FESTIVAL,3.0
586067580,AUGUSTA,1.0,True,True,True,AUGUSTA OPERA ASSOCIATION INC,A6A,A6A,6440.124,GA,58-6067580,AUGUSTA OPERA ASSOCIATION INC,3.0
264201545,BALTIMORE,1.0,,,,BALTIMORE CONCERT OPERA INC,A6A,A6A,6440.124,MD,26-4201545,BALTIMORE CONCERT OPERA INC,3.0
