ein,city,has_subseccd,have_extracts,have_filings,have_pdfs,name,ntee_code,raw_ntee_code,score,state,strein,sub_name,subseccd
264684179,COCKEYSVILLE,1.0,,,,BALTIMORE OPERA THEATRE INC,A6A,A6A,6440.124,MD,26-4684179,BALTIMORE OPERA THEATRE INC,3.0
742161743,BASTROP,1.0,,,,BASTROP OPERA HOUSE INC,A650,A650,6440.124,TX,74-2161743,BASTROP OPERA HOUSE INC,3.0
710966118,SILVER SPRING,1.0,,,,BEL CANTANTI OPERA COMPANY,A6A,A6A,6440.124,MD,71-0966118,BEL CANTANTI OPERA COMPANY,3.0
222613294,TRENTON,1.0,,,,BOHEME OPERA COMPANY INC,A6A0,A6A0,6440.124,NJ,22-2613294,BOHEME OPERA COMPANY INC,3.0
223393755,ALLENTOWN,1.0,True,True,True,BOHEME OPERA GUILD INC,A6A,A6A,6440.124,NJ,22-3393755,BOHEME OPERA GUILD INC,3.0
42469627,BOSTON,1.0,,,,BOSTON LYRIC OPERA COMPANY,A6A0,A6A0,6440.124,MA,04-2469627,BOSTON LYRIC OPERA COMPANY,3.0
203943823,BOSTON,1.0,,,,BOSTON MIDSUMMER OPERA INC,A6A,A6A,6440.124,MA,20-3943823,BOSTON MIDSUMMER OPERA INC,3.0
237170675,BRONX,1.0,,,,BRONX OPERA COMPANY INC,A6A0,A6A0,6440.124,NY,23-7170675,BRONX OPERA COMPANY INC,3.0
463107063,DANA POINT,1.0,,,,CAPITOL OPERA COMPANIES INC,A6A,A6A,6440.124,CA,46-3107063,CAPITOL OPERA COMPANIES INC,3.0
462283415,BERWYN,1.0,,,,CHICAGO SUMMER OPERA INCORPORATED,A99,A99,6440.124,IL,46-2283415,CHICAGO SUMMER OPERA INCORPORATED,3.0
141686601,CALLICOON,1.0,,,,DELAWARE VALLEY OPERA CORP,A60,A60,6440.124,NY,14-1686601,DELAWARE VALLEY OPERA CORP,3.0
953479539,PALMDALE,1.0,True,True,True,DESERT OPERA THEATRE INC,A65,A65,6440.124,CA,95-3479539,DESERT OPERA THEATRE INC,3.0
160988051,EARLVILLE,1.0,,,,EARLVILLE OPERA HOUSE INC,A6A,,6440.124,NY,16-0988051,EARLVILLE OPERA HOUSE INC ,3.0
341585872,FINDLAY,1.0,,,,FINDLAY LIGHT OPERA COMPANY,A650,A650,6440.124,OH,34-1585872,FINDLAY LIGHT OPERA COMPANY,3.0
593625591,ST AUGUSTINE,1.0,,,,FIRST COAST OPERA INC,A60,A60,6440.124,FL,59-3625591,FIRST COAST OPERA INC,3.0
931080886,CORVALLIS,1.0,,,,FRIENDS OF OSU OPERA,A6A0,A6A0,6440.124,Oregon,93-1080886,FRIENDS OF OSU OPERA,3.0
465156137,ENCAMPMENT,1.0,,,,GRAND ENCAMPMENT OPERA COMPANY,A60,A60,6440.124,WY,46-5156137,GRAND ENCAMPMENT OPERA COMPANY,3.0
472563335,CLEVELAND HTS,1.0,,,,GREAT LAKES LIGHT OPERA,A6A,A6A,6440.124,OH,47-2563335,GREAT LAKES LIGHT OPERA,3.0
133064113,NEW YORK,1.0,True,True,True,HARMONIA OPERA COMPANY INC,A6A,A6A,6440.124,NY,13-3064113,HARMONIA OPERA COMPANY INC,3.0
273287114,WEST HARTFORD,1.0,,,,HARTFORD OPERA THEATER INC,A65,A65,6440.124,CT,27-3287114,HARTFORD OPERA THEATER INC ,3.0
471743724,NEW YORK CITY,1.0,,,,INTERNATIONAL BRAZILIAN OPERA COMPANY,A6A,A6A,6440.124,NY,47-1743724,INTERNATIONAL BRAZILIAN OPERA COMPANY,3.0
264269498,WDM,1.0,,,,ITALIAN AMERICAN OPERA FOUNDATION,A6A,A6A,6440.124,IA,26-4269498,ITALIAN AMERICAN OPERA FOUNDATION,3.0
464759382,RICHFIELD,1.0,,,,JOURNEY NORTH OPERA COMPANY,A6A,A6A,6440.124,MN,46-4759382,JOURNEY NORTH OPERA COMPANY,3.0
616013111,LOUISVILLE,1.0,,,,KENTUCKY OPERA ASSOCIATION INC,A6AZ,A6AZ,6440.124,KY,61-6013111,KENTUCKY OPERA ASSOCIATION INC,3.0
271948205,PACIFIC PLSDS,1.0,,,,LOS ANGELES METROPOLITAN OPERA,A6A,A6A,6440.124,CA,27-1948205,LOS ANGELES METROPOLITAN OPERA,3.0
204425634,LEESBURG,1.0,,,,LOUDOUN LYRIC OPERA COMPANY,A6A,A6A,6440.124,VA,20-4425634,LOUDOUN LYRIC OPERA COMPANY,3.0
366008929,CHICAGO,1.0,,,,LYRIC OPERA OF CHICAGO,A6A0,A6A0,6440.124,IL,36-6008929,LYRIC OPERA OF CHICAGO,3.0
454231295,NEW ORLEANS,1.0,,,,MARIGNY OPERA HOUSE FOUNDATION,A61,A61,6440.124,LA,45-4231295,MARIGNY OPERA HOUSE FOUNDATION,3.0
382730951,NORTHVILLE,1.0,True,True,True,MARQUIS LIGHT OPERA INC,A6A,A6A,6440.124,MI,38-2730951,MARQUIS LIGHT OPERA INC,3.0
465671164,NEW YORK,1.0,,,,METROPOLITAN OPERA ORCHESTRA COMMITTEE,A20,A20,6440.124,NY,46-5671164,METROPOLITAN OPERA ORCHESTRA COMMITTEE,3.0
392003992,ELM GROVE,1.0,,,,MILWAUKEE OPERA THEATRE INC,A6A0,A6A0,6440.124,WI,39-2003992,MILWAUKEE OPERA THEATRE INC,3.0
470825124,MINDEN,1.0,,,,MINDEN OPERA HOUSE INC,A61,A61,6440.124,NE,47-0825124,MINDEN OPERA HOUSE INC,3.0
581948469,NATCHEZ,1.0,,,,NATCHEZ OPERA FESTIVAL INC,A6A0,A6A0,6440.124,MS,58-1948469,NATCHEZ OPERA FESTIVAL INC,3.0
521123246,SPRINGFIELD,1.0,,,,NATIONAL LYRIC OPERA CO,A6A,,6440.124,VA,52-1123246,NATIONAL LYRIC OPERA CO,3.0
832612181,CARY,1.0,,,,NORTH CAROLINA SUMMER OPERA,A6A,A6A,6440.124,NC,83-2612181,NORTH CAROLINA SUMMER OPERA,3.0
463203280,NEW YORK,1.0,,,,ON SITE OPERA INC,A6A,,6440.124,NY,46-3203280,ON SITE OPERA INC,3.0
223321489,CONVENT STA,1.0,,,,OPERA AT FLORHAM INC,A6A0,A6A0,6440.124,NJ,22-3321489,OPERA AT FLORHAM INC,3.0
471335789,EL DORADO SPG,1.0,,,,OPERA HOUSE ARTS COUNCIL,A20,A20,6440.124,MO,47-1335789,OPERA HOUSE ARTS COUNCIL,3.0
510180177,LEXINGTON,1.0,,,,OPERA HOUSE FUND INC,A6A,,6440.124,KY,51-0180177,OPERA HOUSE FUND INC,3.0
475511655,WILLIAMSBURG,1.0,,,,OPERA IN WILLIAMSBURG INC,A6A,A6A,6440.124,VA,47-5511655,OPERA IN WILLIAMSBURG INC,3.0
26013786,MANCHESTER,1.0,,,,OPERA NEW HAMPSHIRE INC,A6A0,A6A0,6440.124,NH,02-6013786,OPERA NEW HAMPSHIRE INC,3.0
760712866,PRINCETON,1.0,True,True,True,OPERA NEW JERSEY INC,A6A,A6A,6440.124,NJ,76-0712866,OPERA NEW JERSEY INC,3.0
202564636,PORTLAND,1.0,,,,OPERA THEATER OF OREGON,A6A,A6A,6440.124,Oregon,20-2564636,OPERA THEATER OF OREGON,3.0
222234087,OSWEGO,1.0,,,,OSWEGO OPERA THEATER INC,A6AZ,A6AZ,6440.124,NY,22-2234087,OSWEGO OPERA THEATER INC,3.0
474721384,BELLA VISTA,1.0,,,,OZARK FAMILY OPERA COMPANY,A6A,A6A,6440.124,AR,47-4721384,OZARK FAMILY OPERA COMPANY,3.0
770037266,SN LUIS OBISP,1.0,,,,PACIFIC LIGHT OPERA THEATRE,A6A,,6440.124,CA,77-0037266,PACIFIC LIGHT OPERA THEATRE,3.0
474955667,EDMOND,1.0,,,,PAINTED SKY OPERA INC,A6A,A6A,6440.124,OK,47-4955667,PAINTED SKY OPERA INC ,3.0
611546074,DES PLAINES,1.0,,,,PETITE OPERA PRODUCTIONS NFP,A65,A65,6440.124,IL,61-1546074,PETITE OPERA PRODUCTIONS NFP,3.0
822046252,HOLMDEL,1.0,,,,RENAISSANCE CHINESE OPERA SOCIETY,A20,A20,6440.124,NJ,82-2046252,RENAISSANCE CHINESE OPERA SOCIETY,3.0
133966800,STATEN ISLAND,1.0,,,,RIVERSIDE OPERA COMPANY INC,A60,A60,6440.124,NY,13-3966800,RIVERSIDE OPERA COMPANY INC,3.0
205109731,ROCHESTER,1.0,,,,ROCHESTER LYRIC OPERA INC,A65,A65,6440.124,NY,20-5109731,ROCHESTER LYRIC OPERA INC,3.0
956044429,SAN DIEGO,1.0,,,,SAN DIEGO OPERA ASSOCIATION,A6A0,A6A0,6440.124,CA,95-6044429,SAN DIEGO OPERA ASSOCIATION,3.0
946109112,LOS GATOS,1.0,,,,SAN JOSE OPERA GUILD,A120,A120,6440.124,CA,94-6109112,SAN JOSE OPERA GUILD,3.0
916037578,LYNNWOOD,1.0,,,,SEATTLE OPERA GUILD INC,A6AZ,A6AZ,6440.124,WA,91-6037578,SEATTLE OPERA GUILD INC,3.0
376047242,SPRINGFIELD,1.0,,,,SPRINGFIELD MUNICIPAL OPERA ASSOCIATION,A650,A650,6440.124,IL,37-6047242,SPRINGFIELD MUNICIPAL OPERA ASSOCIATION,3.0
310913307,NELSONVILLE,1.0,,,,STUARTS OPERA HOUSE INC,A540,A540,6440.124,OH,31-0913307,STUARTS OPERA HOUSE INC,3.0
815455948,N HOLLYWOOD,1.0,,,,STUDIO CITY OPERA INC,A68,A68,6440.124,CA,81-5455948,STUDIO CITY OPERA INC,3.0
237167068,SYRACUSE,1.0,,,,SYRACUSE OPERA COMPANY INC,A6A0,A6A0,6440.124,NY,23-7167068,SYRACUSE OPERA COMPANY INC,3.0
264538232,AMARILLO,1.0,,,,TAOS OPERA INSTITUTE LLC,A25,A25,6440.124,TX,26-4538232,TAOS OPERA INSTITUTE LLC,3.0
721520777,STEAMBOAT SPR,1.0,,,,THE EMERALD CITY OPERA,A50,A50,6440.124,CO,72-1520777,THE EMERALD CITY OPERA,3.0
391915602,GREEN LAKE,1.0,,,,THRASHER OPERA HOUSE CORPORATION,A610,A610,6440.124,WI,39-1915602,THRASHER OPERA HOUSE CORPORATION,3.0
42572761,AMHERST,1.0,,,,VALLEY LIGHT OPERA INC,A6A0,A6A0,6440.124,MA,04-2572761,VALLEY LIGHT OPERA INC,3.0
611326721,MAYSVILLE,1.0,,,,WASHINGTON OPERA HOUSE INC,A6A,,6440.124,KY,61-1326721,WASHINGTON OPERA HOUSE INC,3.0
942751127,WOODLAND,1.0,,,,WOODLAND OPERA HOUSE INC,A6A,A6A,6440.124,CA,94-2751127,WOODLAND OPERA HOUSE INC,3.0
900801240,SOUTH ORANGE,1.0,,,,AMERICAN NATIONAL OPERA INC,A6A,A6A,6419.474,NJ,90-0801240,AMERICAN NATIONAL OPERA INC ,3.0
753128447,HAWLEY,1.0,True,True,True,ANSON OPERA HOUSE INC,A61,A61,6419.474,TX,75-3128447,ANSON OPERA HOUSE INC,3.0
843399253,BLOOMINGTON,1.0,,,,BLOOMINGTON CHAMBER OPERA INC,A6A,A6A,6419.474,Indiana,84-3399253,BLOOMINGTON CHAMBER OPERA INC,3.0
811363586,DENTON,1.0,,,,BLUEBONNET LYRIC OPERA CORPORATION,A6A,A6A,6419.474,TX,81-1363586,BLUEBONNET LYRIC OPERA CORPORATION,3.0
391514706,HAUGEN,1.0,,,,CESKA OPERA FOUNDATION INC,A6A,,6419.474,WI,39-1514706,CESKA OPERA FOUNDATION INC,3.0
731008734,NORMAN,1.0,,,,CIMARRON CIRCUIT OPERA COMPANY,A6A0,A6A0,6419.474,OK,73-1008734,CIMARRON CIRCUIT OPERA COMPANY,3.0
50616054,NEW YORK,1.0,,,,CITYWIDE YOUTH OPERA INC,A6A,A6A,6419.474,NY,05-0616054,CITYWIDE YOUTH OPERA INC,3.0
237240169,CLAREMONT,1.0,,,,CLAREMONT OPERA HOUSE INC,A6A0,A6A0,6419.474,NH,23-7240169,CLAREMONT OPERA HOUSE INC,3.0
141896196,NEW LONDON,1.0,,,,CONNECTICUT LYRIC OPERA INC,A69,A69,6419.474,CT,14-1896196,CONNECTICUT LYRIC OPERA INC,3.0
237290034,WALNUT CREEK,1.0,,,,DIABLO LIGHT OPERA COMPANY,A6A0,A6A0,6419.474,CA,23-7290034,DIABLO LIGHT OPERA COMPANY,3.0
942210047,OAKLAND,1.0,,,,EAST BAY OPERA LEAGUE,A6A,A6A,6419.474,CA,94-2210047,EAST BAY OPERA LEAGUE,4.0
411408912,FAIRMONT,1.0,,,,FAIRMONT OPERA HOUSE INC,A610,A610,6419.474,MN,41-1408912,FAIRMONT OPERA HOUSE INC,3.0
450307449,FARGO,1.0,,,,FARGO MOORHEAD OPERA COMPANY,A6A0,A6A0,6419.474,ND,45-0307449,FARGO MOORHEAD OPERA COMPANY,3.0
452831814,FORT WORTH,1.0,,,,FORT WORTH OPERA ENDOWMENT,A19,A19,6419.474,TX,45-2831814,FORT WORTH OPERA ENDOWMENT,3.0
43167463,WORCESTER,1.0,,,,FOUNDATION FOR MODERN OPERA,A6A,,6419.474,MA,04-3167463,FOUNDATION FOR MODERN OPERA ,3.0
362986253,FREMONT,1.0,,,,FREMONT OPERA HOUSE INC,A6A,,6419.474,NE,36-2986253,FREMONT OPERA HOUSE INC,3.0
770491466,FRESNO,1.0,,,,FRESNO INTERNATIONAL GRAND OPERA,A6A0,A6A0,6419.474,CA,77-0491466,FRESNO INTERNATIONAL GRAND OPERA,3.0
320482871,FARMINGTON,1.0,,,,GRACE CITY OPERA THEATRE,A6A,A6A,6419.474,MI,32-0482871,GRACE CITY OPERA THEATRE,3.0
481205435,GRAINFIELD,1.0,,,,GRAINFIELD OPERA HOUSE INC,Z99,Z99,6419.474,KS,48-1205435,GRAINFIELD OPERA HOUSE INC,3.0
391900890,DUBUQUE,1.0,,,,GRAND OPERA HOUSE FOUNDATION,A80,A80,6419.474,IA,39-1900890,GRAND OPERA HOUSE FOUNDATION,3.0
61704257,GREENSBORO,1.0,,,,GREENSBORO OPERA HOUSE INC,A60,A60,6419.474,AL,06-1704257,GREENSBORO OPERA HOUSE INC,3.0
237173902,HARRISBURG,1.0,,,,HARRISBURG CIVIC OPERA ASSOCIATION,A6A0,A6A0,6419.474,PA,23-7173902,HARRISBURG CIVIC OPERA ASSOCIATION,3.0
815115602,ALAMEDA,1.0,,,,LITTLE OPERA HOUSE INC,A65,A65,6419.474,CA,81-5115602,LITTLE OPERA HOUSE INC,3.0
481061493,MCPHERSON,1.0,,,,MCPHERSON OPERA HOUSE COMPANY,A800,A800,6419.474,KS,48-1061493,MCPHERSON OPERA HOUSE COMPANY,3.0
112974565,LOS ANGELES,1.0,,,,MESOPOTAMIAN OPERA COMPANY INC,A6A,,6419.474,CA,11-2974565,MESOPOTAMIAN OPERA COMPANY INC,3.0
131624087,NEW YORK,1.0,,,,METROPOLITAN OPERA ASSOCIATION INC,A6A0,A6A0,6419.474,NY,13-1624087,METROPOLITAN OPERA ASSOCIATION INC,3.0
131572247,NEW YORK,1.0,,,,METROPOLITAN OPERA CLUB INC,A6AI,A6AI,6419.474,NY,13-1572247,METROPOLITAN OPERA CLUB INC,7.0
131681983,NEW YORK,1.0,,,,METROPOLITAN OPERA GUILD INC,A6A0,A6A0,6419.474,NY,13-1681983,METROPOLITAN OPERA GUILD INC,3.0
571208572,DORAL,1.0,,,,MIAMI LYRIC OPERA INC,A68,A68,6419.474,FL,57-1208572,MIAMI LYRIC OPERA INC,3.0
300055116,BLOOMFLD HLS,1.0,,,,MOTOR CITY LYRIC OPERA,A6A,A6A,6419.474,MI,30-0055116,MOTOR CITY LYRIC OPERA,3.0
464455243,NEW YORK,1.0,,,,NEW ARTIST OPERA CORP,A23,A23,6419.474,NY,46-4455243,NEW ARTIST OPERA CORP,3.0
264074037,TARPON SPGS,1.0,,,,NEW CENTURY OPERA INC,A6A,A6A,6419.474,FL,26-4074037,NEW CENTURY OPERA INC,3.0
841681105,BOSTON,1.0,,,,NEW ENGLAND OPERA CLUB,A25,A25,6419.474,MA,84-1681105,NEW ENGLAND OPERA CLUB,3.0
226105769,CLIFTON,1.0,True,True,True,NEW JERSEY STATE OPERA,A6A,A6A,6419.474,NJ,22-6105769,NEW JERSEY STATE OPERA,3.0
473415044,CHICAGO,1.0,,,,NEW MOON OPERA COMPANY,A6A,A6A,6419.474,IL,47-3415044,NEW MOON OPERA COMPANY,3.0
550895590,SAN FRANCISCO,1.0,,,,OPERA ACADEMY OF CALIFORNIA,A6A,A6A,6419.474,CA,55-0895590,OPERA ACADEMY OF CALIFORNIA,3.0
841560482,FORT COLLINS,1.0,,,,OPERA FORT COLLINS GUILD,T30,T30,6419.474,CO,84-1560482,OPERA FORT COLLINS GUILD,3.0
752514812,JEFFERSON,1.0,,,,OPERA HOUSE THEATRE PLAYERS,P20,P20,6419.474,TX,75-2514812,OPERA HOUSE THEATRE PLAYERS,3.0
271491738,NAPLES,1.0,True,True,True,OPERA NAPLES CHARITABLE ENDOWMENT,A6A,A6A,6419.474,FL,27-1491738,OPERA NAPLES CHARITABLE ENDOWMENT,3.0
562521625,LYNCHBURG,1.0,,,,OPERA ON THE JAMES,A6A,A6A,6419.474,VA,56-2521625,OPERA ON THE JAMES,3.0
474677871,JACKSON HEIGHTS,1.0,,,,OPERA POMME ROUGE INC,A6A,A6A,6419.474,NY,47-4677871,OPERA POMME ROUGE INC,3.0
452324535,COLUMBUS,1.0,,,,OPERA PROJECT COLUMBUS INCORPORATED,A600,A600,6419.474,OH,45-2324535,OPERA PROJECT COLUMBUS INCORPORATED,3.0
953181577,LOS ALAMITOS,1.0,,,,ORANGE COUNTY OPERA INC,A6A0,A6A0,6419.474,CA,95-3181577,ORANGE COUNTY OPERA INC,3.0
43726160,NEW YORK,1.0,,,,OVERSEA CANTONESE OPERA ASSOCIATION,A6B,A6B,6419.474,NY,04-3726160,OVERSEA CANTONESE OPERA ASSOCIATION,3.0
591060864,WEST PALM BCH,1.0,,,,PALM BEACH OPERA INC,A6A0,A6A0,6419.474,FL,59-1060864,PALM BEACH OPERA INC,3.0
521266995,ARLINGTON,1.0,,,,POTOMAC VALLEY OPERA COMPANY,A6A,,6419.474,VA,52-1266995,POTOMAC VALLEY OPERA COMPANY,3.0
832194570,NEW YORK,1.0,,,,RHYMES WITH OPERA INC,A6A,A6A,6419.474,NY,83-2194570,RHYMES WITH OPERA INC,3.0
20326588,ROCHESTER,1.0,,,,ROCHESTER OPERA HOUSE INC,A6A,,6419.474,NH,02-0326588,ROCHESTER OPERA HOUSE INC,3.0
812387811,SAN ANTONIO,1.0,,,,SAN ANTONIO CONCERT OPERA,A6A,A6A,6419.474,TX,81-2387811,SAN ANTONIO CONCERT OPERA,3.0
940836240,SAN FRANCISCO,1.0,,,,SAN FRANCISCO OPERA ASSOCIATION,A6A0,A6A0,6419.474,CA,94-0836240,SAN FRANCISCO OPERA ASSOCIATION,3.0
770347413,SANTA BARBARA,1.0,,,,SANTA BARBARA OPERA ASSOCIATION,A99,A99,6419.474,CA,77-0347413,SANTA BARBARA OPERA ASSOCIATION,3.0
237089047,SARASOTA,1.0,,,,SARASOTA OPERA ASSOCIATION INC,A6A0,A6A0,6419.474,FL,23-7089047,SARASOTA OPERA ASSOCIATION INC,3.0
264639329,FLUSHING,1.0,True,True,True,SHEPHERD CHOIR & OPERA INC,A20,A20,6419.474,NY,26-4639329,SHEPHERD CHOIR & OPERA INC,3.0
812824520,SOUTHOLD,1.0,,,,SOUTHOLD OPERA HOUSE INC,A20,A20,6419.474,NY,81-2824520,SOUTHOLD OPERA HOUSE INC ,3.0
581371843,ATLANTA,1.0,,,,THE ATLANTA OPERA INC,A6A0,A6A0,6419.474,GA,58-1371843,THE ATLANTA OPERA INC,3.0
454122494,WEST MIAMI,1.0,,,,THE OPERA ATELIER INC,A6A,A6A,6419.474,FL,45-4122494,THE OPERA ATELIER INC,3.0
364275279,NORTH BERGEN,1.0,,,,THE POCKET OPERA PLAYERS,A6A,A6A,6419.474,NJ,36-4275279,THE POCKET OPERA PLAYERS,3.0
161681342,NEWARK,1.0,,,,TRILOGY AN OPERA COMPANY,A68,A68,6419.474,NJ,16-1681342,TRILOGY AN OPERA COMPANY,3.0
364678356,LOGAN,1.0,,,,UTAH FESTIVAL OPERA GUILD,A6A,A6A,6419.474,UT,36-4678356,UTAH FESTIVAL OPERA GUILD,3.0
475053972,HUDSONVILLE,1.0,,,,WEST MICHIGAN OPERA PROJECT,A6A,A6A,6419.474,MI,47-5053972,WEST MICHIGAN OPERA PROJECT ,3.0
481239185,WICHITA,1.0,,,,WICHITA GRAND OPERA INC,A6A,A6A,6419.474,KS,48-1239185,WICHITA GRAND OPERA INC,3.0
824766507,WILMINGTON,1.0,,,,WILMINGTON CONCERT OPERA INC,A6A,A6A,6419.474,DE,82-4766507,WILMINGTON CONCERT OPERA INC ,3.0
411360214,SPRING GROVE,1.0,,,,YE OLDE OPERA HOUSE,A650,A650,6419.474,MN,41-1360214,YE OLDE OPERA HOUSE,3.0
562459978,WICHITA,1.0,,,,ART OF OPERA A FOUNDATION,A6A,A6A,5944.561,KS,56-2459978,ART OF OPERA A FOUNDATION,3.0
237343121,NEW YORK,1.0,True,True,True,CITY GRAND OPERA SOCIETY INC,A6A,A6A,5944.561,NY,23-7343121,CITY GRAND OPERA SOCIETY INC,3.0
412157734,FAIR HAVEN,1.0,,,,FAIR HAVEN OPERA HOUSE LTD,B19,B19,5944.561,VT,41-2157734,FAIR HAVEN OPERA HOUSE LTD,3.0
232097222,MOUNTVILLE,1.0,,,,FULTON OPERA HOUSE GUILD INC,A6A,,5944.561,PA,23-2097222,FULTON OPERA HOUSE GUILD INC,3.0
131969314,EAST HADDAM,1.0,,,,GOODSPEED OPERA HOUSE FOUNDATION INC,A650,A650,5944.561,CT,13-1969314,GOODSPEED OPERA HOUSE FOUNDATION INC,3.0
731346919,TULSA,1.0,,,,GUILD OF TULSA OPERA INC,T30,T30,5944.561,OK,73-1346919,GUILD OF TULSA OPERA INC,3.0
640625779,BILOXI,1.0,,,,GULF COAST OPERA THEATRE INC,A6AZ,A6AZ,5944.561,MS,64-0625779,GULF COAST OPERA THEATRE INC,3.0
462979674,ARCADIA,1.0,,,,HOLY FAMILY CANTONESE OPERA INC,A6A,A6A,5944.561,CA,46-2979674,HOLY FAMILY CANTONESE OPERA INC,3.0
810936220,JACKSON,1.0,,,,JACKSON HOLE OPERA THEATRE ASSOCIATION,A61,A61,5944.561,WY,81-0936220,JACKSON HOLE OPERA THEATRE ASSOCIATION,3.0
116036397,SOUTHOLD,1.0,,,,LONG ISLAND OPERA CO INC,A6A,,5944.561,NY,11-6036397,LONG ISLAND OPERA CO INC,3.0
856010749,LOS ALAMOS,1.0,,,,LOS ALAMOS LIGHT OPERA ASSOCIATION,A6A,,5944.561,NM,85-6010749,LOS ALAMOS LIGHT OPERA ASSOCIATION,3.0
832884741,RCHO STA MARG,1.0,,,,LYRIC OPERA OF ORANGE COUNTY,A6A,A6A,5944.561,CA,83-2884741,LYRIC OPERA OF ORANGE COUNTY,3.0
271283809,GALVESTON,1.0,True,True,True,LYRIC OPERA THEATRE OF INDIANA,A6A,A6A,5944.561,Indiana,27-1283809,LYRIC OPERA THEATRE OF INDIANA,3.0
351861719,VALPARAISO,1.0,,,,MEMORIAL OPERA HOUSE FOUNDATION INC,A82Z,A82Z,5944.561,Indiana,35-1861719,MEMORIAL OPERA HOUSE FOUNDATION INC,3.0
263493573,MINERAL POINT,1.0,,,,MINERAL POINT OPERA HOUSE INC,A65,A65,5944.561,WI,26-3493573,MINERAL POINT OPERA HOUSE INC,3.0
800493068,NEW YORK,1.0,,,,NATIONAL OPERA IRELAND FOUNDATION INC,A12,A12,5944.561,NY,80-0493068,NATIONAL OPERA IRELAND FOUNDATION INC,3.0
570964360,NEWBERRY,1.0,,,,NEWBERRY OPERA HOUSE FOUNDATION INC,A6A0,A6A0,5944.561,SC,57-0964360,NEWBERRY OPERA HOUSE FOUNDATION INC,3.0
510201934,NEWPORT,1.0,,,,NEWPORT OPERA HOUSE ASSOCIATION INC,A600,A600,5944.561,NH,51-0201934,NEWPORT OPERA HOUSE ASSOCIATION INC,3.0
275124838,CHICAGO,1.0,,,,NORTH SHORE OPERA HOUR INC,A6A,A6A,5944.561,IL,27-5124838,NORTH SHORE OPERA HOUR INC,3.0
201261920,PALM SPRINGS,1.0,,,,OPERA SHOWCASE OF THE DESERT,A68,A68,5944.561,CA,20-1261920,OPERA SHOWCASE OF THE DESERT,3.0
222810265,CLINTON,1.0,,,,OPERA THEATER OF CONNECTICUT INC,A6A,A6A,5944.561,CT,22-2810265,OPERA THEATER OF CONNECTICUT INC,3.0
911190564,PORT ANGELES,1.0,True,True,True,PORT ANGELES LIGHT OPERA ASSOCIATION,A650,A650,5944.561,WA,91-1190564,PORT ANGELES LIGHT OPERA ASSOCIATION,3.0
461115114,MIDDLETOWN,1.0,,,,SORG OPERA REVITALIZATION GROUP LLC,A82,A82,5944.561,OH,46-1115114,SORG OPERA REVITALIZATION GROUP LLC,3.0
311402604,PORTSMOUTH,1.0,True,True,True,SOUTHERN OHIO LIGHT OPERA COMPANY,A6AZ,A6AZ,5944.561,OH,31-1402604,SOUTHERN OHIO LIGHT OPERA COMPANY,3.0
391921910,CEDARBURG,1.0,,,,SUPPORTERS OF OPERA SINGERS INC,A99,A99,5944.561,WI,39-1921910,SUPPORTERS OF OPERA SINGERS INC,3.0
591862792,CORAL SPRINGS,1.0,,,,THE GOLD COAST OPERA INC,A6A0,A6A0,5944.561,FL,59-1862792,THE GOLD COAST OPERA INC,3.0
274348359,CHICAGO,1.0,,,,THE HAYMARKET OPERA COMPANY NFP,A6A,A6A,5944.561,IL,27-4348359,THE HAYMARKET OPERA COMPANY NFP,3.0
475475490,ANCRAM,1.0,,,,ANCRAM OPERA HOUSE THEATER INC,A65,A65,5917.219,NY,47-5475490,ANCRAM OPERA HOUSE THEATER INC ,3.0
742744864,AUSTIN,1.0,,,,AUSTIN LYRIC OPERA ENDOWMENT FUND,T50I,T50I,5917.219,TX,74-2744864,AUSTIN LYRIC OPERA ENDOWMENT FUND,3.0
271968862,SAN FRANCISCO,1.0,,,,BAY AREA BEIJING OPERA ASSOCIATION,A6A,A6A,5917.219,CA,27-1968862,BAY AREA BEIJING OPERA ASSOCIATION,3.0
473028129,SAN JOSE,1.0,,,,BAY AREA OPERA COLLABORATIVE INC,A6A,A6A,5917.219,CA,47-3028129,BAY AREA OPERA COLLABORATIVE INC,3.0
911580337,TACOMA,1.0,,,,CHINESE OPERA R & D ASSOCIATION,A6A2,A6A2,5917.219,WA,91-1580337,CHINESE OPERA R & D ASSOCIATION,3.0
753024257,CLARKSON,1.0,,,,CLARKSON COMMUNITY OPERA HOUSE INC,A80,A80,5917.219,NE,75-3024257,CLARKSON COMMUNITY OPERA HOUSE INC,3.0
421524464,CORNING,1.0,,,,CORNING OPERA HOUSE CULTURAL CENTER,A61,A61,5917.219,IA,42-1524464,CORNING OPERA HOUSE CULTURAL CENTER,3.0
134140107,NEW YORK,1.0,,,,DELL ARTE OPERA ENSEMBLE INC,A68,A68,5917.219,NY,13-4140107,DELL ARTE OPERA ENSEMBLE INC,3.0
750945915,FORT WORTH,1.0,,,,FORT WORTH OPERA ASSOCIATION INC,A6A0,A6A0,5917.219,TX,75-0945915,FORT WORTH OPERA ASSOCIATION INC,3.0
952751619,SAN MARINO,1.0,,,,FULLERTON CIVIC LIGHT OPERA COMPANY,A6A0,A6A0,5917.219,CA,95-2751619,FULLERTON CIVIC LIGHT OPERA COMPANY,3.0
